53,2016-01-24-130,1.0
53,2016-01-30-118,1.0
53,2016-01-28-70,1.0
53,2016-01-26-106,1.0
53,2016-01-22-46,1.0
53,2016-01-28-82,1.55495699145
53,2016-01-30-142,1.0
53,2016-01-26-118,1.0
53,2016-01-22-58,5.37871029229
53,2016-01-30-58,1.0
53,2016-01-28-94,1.0
53,2016-01-26-130,1.0
53,2016-01-22-70,1.87610360495
53,2016-01-28-106,1.0
53,2016-01-28-142,1.0
53,2016-01-30-82,1.0
53,2016-01-26-142,1.0
53,2016-01-22-82,1.67291341717
53,2016-01-28-118,1.19093621581
53,2016-01-24-58,1.28960368303
53,2016-01-30-106,1.0
53,2016-01-22-94,1.0
53,2016-01-28-130,1.0
53,2016-01-24-70,1.0
53,2016-01-22-106,1.79953673405
53,2016-01-30-130,1.0
53,2016-01-26-46,1.0
53,2016-01-24-82,1.0
53,2016-01-24-142,1.0
53,2016-01-22-118,1.0
53,2016-01-26-58,2.81468494972
53,2016-01-24-94,1.0
53,2016-01-22-130,1.0
53,2016-01-30-70,1.0
53,2016-01-26-70,1.0
53,2016-01-24-106,1.0
53,2016-01-22-142,1.0
53,2016-01-26-82,1.19998151285
53,2016-01-30-94,1.0
53,2016-01-24-118,1.0
53,2016-01-28-58,6.86404475953
53,2016-01-26-94,1.0
53,2016-01-30-46,1.88922473634
24,2016-01-24-130,4.2271266947
24,2016-01-30-118,2.27627997119
24,2016-01-28-70,9.34277297933
24,2016-01-26-106,2.05743320126
24,2016-01-22-46,9.06736593568
24,2016-01-28-82,22.4618697597
24,2016-01-30-142,1.02554123689
24,2016-01-26-118,1.13271713111
24,2016-01-22-58,60.0962311944
24,2016-01-30-58,7.00016542806
24,2016-01-28-94,2.68058606739
24,2016-01-26-130,1.26135717914
24,2016-01-22-70,32.5469637489
24,2016-01-28-106,5.11817941347
24,2016-01-28-142,1.96466470211
24,2016-01-30-82,41.7084040223
24,2016-01-26-142,1.05844965414
24,2016-01-22-82,35.4692467947
24,2016-01-28-118,1.7633994748
24,2016-01-24-58,49.6814987696
24,2016-01-30-106,2.63570287125
24,2016-01-22-94,6.38010389756
24,2016-01-28-130,1.67750472239
24,2016-01-24-70,49.000922259
24,2016-01-22-106,2.53938104464
24,2016-01-30-130,1.47913184198
24,2016-01-26-46,13.2085294955
24,2016-01-24-82,8.52088177772
24,2016-01-24-142,1.55180174823
24,2016-01-22-118,1.23905186389
24,2016-01-26-58,71.6526959305
24,2016-01-24-94,2.21913596613
24,2016-01-22-130,2.01920778937
24,2016-01-30-70,31.5767027399
24,2016-01-26-70,16.6937418508
24,2016-01-24-106,2.10683009344
24,2016-01-22-142,1.26532494574
24,2016-01-26-82,29.3587056088
24,2016-01-30-94,5.7712250124
24,2016-01-24-118,3.34593227093
24,2016-01-28-58,84.2264594424
24,2016-01-26-94,6.19402457394
24,2016-01-30-46,13.8532475758
43,2016-01-24-130,1.14933867552
43,2016-01-30-118,1.0
43,2016-01-28-70,1.0
43,2016-01-26-106,1.0
43,2016-01-22-46,1.0
43,2016-01-28-82,1.0
43,2016-01-30-142,1.0
43,2016-01-26-118,1.0
43,2016-01-22-58,1.0
43,2016-01-30-58,1.0
43,2016-01-28-94,1.0
43,2016-01-26-130,1.0
43,2016-01-22-70,1.25404324171
43,2016-01-28-106,1.0
43,2016-01-28-142,1.0
43,2016-01-30-82,1.0
43,2016-01-26-142,1.0
43,2016-01-22-82,1.0
43,2016-01-28-118,1.0
43,2016-01-24-58,1.0
43,2016-01-30-106,1.0
43,2016-01-22-94,1.0
43,2016-01-28-130,1.0
43,2016-01-24-70,1.0
43,2016-01-22-106,1.00688709816
43,2016-01-30-130,1.0
43,2016-01-26-46,1.0
43,2016-01-24-82,1.0
43,2016-01-24-142,1.0
43,2016-01-22-118,1.0
43,2016-01-26-58,1.0
43,2016-01-24-94,1.0
43,2016-01-22-130,1.0
43,2016-01-30-70,1.0
43,2016-01-26-70,1.0
43,2016-01-24-106,1.0
43,2016-01-22-142,1.0
43,2016-01-26-82,1.0
43,2016-01-30-94,1.0
43,2016-01-24-118,1.0
43,2016-01-28-58,1.0
43,2016-01-26-94,1.0
43,2016-01-30-46,1.0
21,2016-01-24-130,1.0
21,2016-01-30-118,1.29408894742
21,2016-01-28-70,1.38109046379
21,2016-01-26-106,1.10238412717
21,2016-01-22-46,1.93148327659
21,2016-01-28-82,1.0
21,2016-01-30-142,1.0
21,2016-01-26-118,1.03971975064
21,2016-01-22-58,1.61485887092
21,2016-01-30-58,1.0
21,2016-01-28-94,1.00011130439
21,2016-01-26-130,1.0
21,2016-01-22-70,1.0
21,2016-01-28-106,1.05629998713
21,2016-01-28-142,1.0
21,2016-01-30-82,2.6012733077
21,2016-01-26-142,1.0
21,2016-01-22-82,2.70980538671
21,2016-01-28-118,1.62757653184
21,2016-01-24-58,1.0067644511
21,2016-01-30-106,1.60128412588
21,2016-01-22-94,1.06314786354
21,2016-01-28-130,1.1038790344
21,2016-01-24-70,1.45787558626
21,2016-01-22-106,1.90804780926
21,2016-01-30-130,1.62064028439
21,2016-01-26-46,2.05450029502
21,2016-01-24-82,1.0
21,2016-01-24-142,1.0
21,2016-01-22-118,1.72480794836
21,2016-01-26-58,1.0
21,2016-01-24-94,1.02798144063
21,2016-01-22-130,1.63671513065
21,2016-01-30-70,1.0
21,2016-01-26-70,1.04635099288
21,2016-01-24-106,1.62504016602
21,2016-01-22-142,1.92260362861
21,2016-01-26-82,1.0
21,2016-01-30-94,2.25567092903
21,2016-01-24-118,1.81384842754
21,2016-01-28-58,1.69853511129
21,2016-01-26-94,1.0
21,2016-01-30-46,2.64001423152
60,2016-01-24-130,1.0
60,2016-01-30-118,1.0
60,2016-01-28-70,1.0
60,2016-01-26-106,1.0
60,2016-01-22-46,1.0
60,2016-01-28-82,1.0
60,2016-01-30-142,1.0
60,2016-01-26-118,1.0
60,2016-01-22-58,1.0
60,2016-01-30-58,1.0
60,2016-01-28-94,1.0
60,2016-01-26-130,1.0
60,2016-01-22-70,1.0
60,2016-01-28-106,1.0
60,2016-01-28-142,1.0
60,2016-01-30-82,1.0
60,2016-01-26-142,1.42269630197
60,2016-01-22-82,1.0
60,2016-01-28-118,1.0
60,2016-01-24-58,1.0
60,2016-01-30-106,1.0
60,2016-01-22-94,1.0
60,2016-01-28-130,1.0
60,2016-01-24-70,1.0
60,2016-01-22-106,1.0
60,2016-01-30-130,1.78016583723
60,2016-01-26-46,1.0
60,2016-01-24-82,1.0
60,2016-01-24-142,1.0
60,2016-01-22-118,1.0
60,2016-01-26-58,1.0
60,2016-01-24-94,1.0
60,2016-01-22-130,1.0
60,2016-01-30-70,1.0
60,2016-01-26-70,1.0
60,2016-01-24-106,1.0
60,2016-01-22-142,1.0
60,2016-01-26-82,1.0
60,2016-01-30-94,1.0
60,2016-01-24-118,1.0
60,2016-01-28-58,1.0
60,2016-01-26-94,1.0
60,2016-01-30-46,1.0
34,2016-01-24-130,1.0
34,2016-01-30-118,1.0
34,2016-01-28-70,1.0
