f47f35242ed40655814bc086d7514046,2016-01-24-130,1.0
f47f35242ed40655814bc086d7514046,2016-01-30-118,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-70,1.36874984329
f47f35242ed40655814bc086d7514046,2016-01-26-106,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-46,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-82,2.99027033389
f47f35242ed40655814bc086d7514046,2016-01-30-142,1.0
f47f35242ed40655814bc086d7514046,2016-01-26-118,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-58,8.83972199204
f47f35242ed40655814bc086d7514046,2016-01-30-58,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-94,1.30017255824
f47f35242ed40655814bc086d7514046,2016-01-26-130,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-70,2.60152585069
f47f35242ed40655814bc086d7514046,2016-01-28-106,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-142,1.0
f47f35242ed40655814bc086d7514046,2016-01-30-82,1.04519516241
f47f35242ed40655814bc086d7514046,2016-01-26-142,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-82,1.16447697736
f47f35242ed40655814bc086d7514046,2016-01-28-118,1.0
f47f35242ed40655814bc086d7514046,2016-01-24-58,2.24275548407
f47f35242ed40655814bc086d7514046,2016-01-30-106,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-94,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-130,1.0
f47f35242ed40655814bc086d7514046,2016-01-24-70,1.70393525185
f47f35242ed40655814bc086d7514046,2016-01-22-106,6.01166198261
f47f35242ed40655814bc086d7514046,2016-01-30-130,1.0
f47f35242ed40655814bc086d7514046,2016-01-26-46,1.0
f47f35242ed40655814bc086d7514046,2016-01-24-82,1.0
f47f35242ed40655814bc086d7514046,2016-01-24-142,1.28909516241
f47f35242ed40655814bc086d7514046,2016-01-22-118,1.50878563795
f47f35242ed40655814bc086d7514046,2016-01-26-58,6.2794841914
f47f35242ed40655814bc086d7514046,2016-01-24-94,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-130,1.0
f47f35242ed40655814bc086d7514046,2016-01-30-70,1.05561
f47f35242ed40655814bc086d7514046,2016-01-26-70,1.22837507388
f47f35242ed40655814bc086d7514046,2016-01-24-106,1.0
f47f35242ed40655814bc086d7514046,2016-01-22-142,1.0
f47f35242ed40655814bc086d7514046,2016-01-26-82,2.73523517055
f47f35242ed40655814bc086d7514046,2016-01-30-94,1.0
f47f35242ed40655814bc086d7514046,2016-01-24-118,1.0
f47f35242ed40655814bc086d7514046,2016-01-28-58,8.40901287354
f47f35242ed40655814bc086d7514046,2016-01-26-94,1.0
f47f35242ed40655814bc086d7514046,2016-01-30-46,1.0
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-130,3.05107487097
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-118,2.06133320888
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-70,8.66597325832
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-106,2.12500984399
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-46,25.9274996537
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-82,47.9477957277
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-142,1.31610857473
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-118,1.67449767096
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-58,70.8841032753
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-58,7.36577913587
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-94,2.12554697551
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-130,2.04148368649
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-70,21.0519108868
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-106,3.12054694499
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-142,2.07945301267
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-82,55.3475334355
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-142,1.26408009939
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-82,43.1932529259
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-118,1.88476296567
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-58,53.9091084917
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-106,2.73337334264
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-94,3.28909789379
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-130,2.02226265595
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-70,57.0977242447
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-106,2.28042863907
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-130,3.48525817191
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-46,21.0038016576
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-82,19.5670587843
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-142,1.17713995396
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-118,1.76398761364
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-58,58.7437772337
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-94,2.42347034247
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-130,2.06156289459
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-70,33.8027634706
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-70,22.6190918325
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-106,2.04350001814
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-22-142,1.00995707064
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-82,36.8714637593
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-94,3.10660986992
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-24-118,3.36106406835
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-28-58,64.693189689
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-26-94,3.14190107389
38d5ad2d22b61109fd8e7b43cd0e8901,2016-01-30-46,9.1269574881
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-130,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-118,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-70,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-106,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-46,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-82,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-142,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-118,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-58,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-58,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-94,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-130,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-70,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-106,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-142,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-82,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-142,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-82,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-118,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-58,1.9999734386
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-106,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-94,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-130,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-70,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-106,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-130,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-46,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-82,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-142,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-118,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-58,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-94,1.9999734386
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-130,1.9999734386
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-70,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-70,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-106,1.9999734386
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-22-142,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-82,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-94,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-24-118,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-28-58,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-26-94,1.0
08f5b445ec6b29deba62e6fd8b0325a6,2016-01-30-46,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-130,1.05033987807
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-118,1.41404723455
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-70,1.45115121158
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-106,1.88307499218
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-46,2.01648139617
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-82,1.69522714746
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-142,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-118,1.2558704527
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-58,1.50562166312
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-58,1.07289908827
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-94,1.31995085855
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-130,1.11539879392
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-70,1.71920974741
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-106,1.72730727762
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-142,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-82,1.25209537529
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-142,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-82,1.52034133936
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-118,1.42029569905
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-58,1.12379726825
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-106,1.41671134024
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-94,1.52987104681
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-130,1.50417533982
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-70,1.42865967538
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-106,2.03308011175
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-130,1.15395335649
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-46,2.3267806264
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-82,1.00886293812
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-142,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-118,1.31338862256
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-58,1.51086455387
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-94,1.35249237168
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-130,1.63038369096
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-70,1.15914158159
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-70,1.90128661467
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-106,1.42341160257
364bf755f9b270f0f9141d1a61de43ee,2016-01-22-142,1.0
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-82,1.97398309811
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-94,1.09214337375
364bf755f9b270f0f9141d1a61de43ee,2016-01-24-118,1.87377724844
364bf755f9b270f0f9141d1a61de43ee,2016-01-28-58,2.29388492342
364bf755f9b270f0f9141d1a61de43ee,2016-01-26-94,1.00886293812
364bf755f9b270f0f9141d1a61de43ee,2016-01-30-46,1.56134412968
49ac89aa860c27e26c0836cb8dab2df2,2016-01-24-130,1.0
